parameter,value,timestamp
temperature,19.9,1552917123.512437
humidity,46.46,1552917123.512437
Full_Spectrum,6053,1552917124.5880644
Infrared,1407,1552917124.5880644
Visible,4646,1552917124.5880644
temperature,20.76,1552918024.2487361
humidity,43.28,1552918024.2487361
Full_Spectrum,6524,1552918025.1279583
Infrared,1437,1552918025.1279583
Visible,5087,1552918025.1279583
temperature,21.27,1552918924.879655
humidity,44.14,1552918924.879655
Full_Spectrum,7384,1552918925.9673808
Infrared,1718,1552918925.9673808
Visible,5666,1552918925.9673808
temperature,21.66,1552919825.7131987
humidity,41.45,1552919825.7131987
Full_Spectrum,6390,1552919826.6112173
Infrared,1455,1552919826.6112173
Visible,4935,1552919826.6112173
temperature,22.04,1552920726.414291
humidity,40.11,1552920726.414291
Full_Spectrum,15936,1552920727.5017083
Infrared,3468,1552920727.5017083
Visible,12468,1552920727.5017083
temperature,22.39,1552921627.2595477
humidity,39.87,1552921627.2595477
Full_Spectrum,5918,1552921628.026649
Infrared,1265,1552921628.026649
Visible,4653,1552921628.026649
temperature,22.6,1552922527.7868752
humidity,39.14,1552922527.7868752
Full_Spectrum,6076,1552922528.8777716
Infrared,1275,1552922528.8777716
Visible,4801,1552922528.8777716
temperature,22.94,1552923428.6574256
humidity,39.87,1552923428.6574256
Full_Spectrum,5914,1552923429.6848845
Infrared,1207,1552923429.6848845
Visible,4707,1552923429.6848845
temperature,23.24,1552924329.4525745
humidity,38.89,1552924329.4525745
Full_Spectrum,5881,1552924330.5440495
Infrared,1169,1552924330.5440495
Visible,4712,1552924330.5440495
temperature,25.52,1552925230.3159962
humidity,36.82,1552925230.3159962
Full_Spectrum,51423,1552925231.1496162
Infrared,5307,1552925231.1496162
Visible,46116,1552925231.1496162
temperature,26.63,1552926130.9062228
humidity,35.72,1552926130.9062228
Full_Spectrum,41955,1552926131.6772556
Infrared,4725,1552926131.6772556
Visible,37230,1552926131.6772556
temperature,26.59,1552927031.4470794
humidity,33.52,1552927031.4470794
Full_Spectrum,8841,1552927032.5306687
Infrared,1622,1552927032.5306687
Visible,7219,1552927032.5306687
temperature,25.95,1552927932.222447
humidity,34.74,1552927932.222447
Full_Spectrum,7923,1552927933.0429544
Infrared,1645,1552927933.0429544
Visible,6278,1552927933.0429544
temperature,25.56,1552928832.7852056
humidity,35.72,1552928832.7852056
Full_Spectrum,7332,1552928833.9261415
Infrared,1443,1552928833.9261415
Visible,5889,1552928833.9261415
temperature,25.09,1552929733.6929545
humidity,36.09,1552929733.6929545
Full_Spectrum,4188,1552929734.7299235
Infrared,1041,1552929734.7299235
Visible,3147,1552929734.7299235
temperature,24.7,1552930634.5152109
humidity,36.82,1552930634.5152109
Full_Spectrum,3532,1552930635.6074026
Infrared,901,1552930635.6074026
Visible,2631,1552930635.6074026
temperature,24.32,1552931535.37325
humidity,37.43,1552931535.37325
Full_Spectrum,1871,1552931536.202688
Infrared,564,1552931536.202688
Visible,1307,1552931536.202688
temperature,23.97,1552932435.9876194
humidity,38.4,1552932435.9876194
Full_Spectrum,633,1552932437.018519
Infrared,119,1552932437.018519
Visible,514,1552932437.018519
temperature,23.76,1552933336.7640245
humidity,39.14,1552933336.7640245
Full_Spectrum,352,1552933337.8388107
Infrared,67,1552933337.8388107
Visible,285,1552933337.8388107
temperature,23.5,1552934237.6149046
humidity,40.23,1552934237.6149046
Full_Spectrum,152,1552934238.5403428
Infrared,32,1552934238.5403428
Visible,120,1552934238.5403428
temperature,23.2,1552935138.298429
humidity,41.09,1552935138.298429
Full_Spectrum,38,1552935139.113532
Infrared,9,1552935139.113532
Visible,29,1552935139.113532
temperature,22.94,1552936038.8578694
humidity,41.82,1552936038.8578694
Full_Spectrum,11,1552936039.8053222
Infrared,2,1552936039.8053222
Visible,9,1552936039.8053222
temperature,22.69,1552936939.5505874
humidity,41.94,1552936939.5505874
Full_Spectrum,10,1552936940.6272607
Infrared,2,1552936940.6272607
Visible,8,1552936940.6272607
temperature,22.43,1552937840.3999774
humidity,42.55,1552937840.3999774
Full_Spectrum,10,1552937841.0763862
Infrared,2,1552937841.0763862
Visible,8,1552937841.0763862
temperature,22.13,1552938740.8421938
humidity,42.43,1552938740.8421938
Full_Spectrum,10,1552938741.78268
Infrared,2,1552938741.78268
Visible,8,1552938741.78268
temperature,21.91,1552939641.5446386
humidity,42.8,1552939641.5446386
Full_Spectrum,10,1552939642.5653672
Infrared,2,1552939642.5653672
Visible,8,1552939642.5653672
temperature,21.61,1552940542.326162
humidity,42.31,1552940542.326162
Full_Spectrum,10,1552940543.4436731
Infrared,2,1552940543.4436731
Visible,8,1552940543.4436731
temperature,21.4,1552941443.203668
humidity,42.55,1552941443.203668
Full_Spectrum,10,1552941444.2021942
Infrared,2,1552941444.2021942
Visible,8,1552941444.2021942
temperature,21.1,1552942343.9620955
humidity,42.92,1552942343.9620955
Full_Spectrum,10,1552942345.092647
Infrared,2,1552942345.092647
Visible,8,1552942345.092647
temperature,20.84,1552943244.8537338
humidity,43.04,1552943244.8537338
Full_Spectrum,10,1552943245.6747456
Infrared,2,1552943245.6747456
Visible,8,1552943245.6747456
temperature,20.58,1552944145.4400065
humidity,42.06,1552944145.4400065
Full_Spectrum,10,1552944146.5368404
Infrared,2,1552944146.5368404
Visible,8,1552944146.5368404
temperature,20.46,1552945046.293637
humidity,43.65,1552945046.293637
Full_Spectrum,10,1552945047.3438642
Infrared,2,1552945047.3438642
Visible,8,1552945047.3438642
temperature,20.2,1552945947.1084225
humidity,42.55,1552945947.1084225
Full_Spectrum,10,1552945947.7836843
Infrared,2,1552945947.7836843
Visible,8,1552945947.7836843
temperature,19.98,1552946847.5444906
humidity,42.55,1552946847.5444906
Full_Spectrum,10,1552946853.4997804
Infrared,2,1552946853.4997804
Visible,8,1552946853.4997804
temperature,19.73,1552947749.279756
humidity,43.53,1552947749.279756
Full_Spectrum,10,1552947750.1744921
Infrared,2,1552947750.1744921
Visible,8,1552947750.1744921
temperature,19.55,1552948649.943351
humidity,44.26,1552948649.943351
Full_Spectrum,10,1552948651.0741515
Infrared,2,1552948651.0741515
Visible,8,1552948651.0741515
temperature,19.34,1552949550.8124287
humidity,43.77,1552949550.8124287
Full_Spectrum,10,1552949551.83554
Infrared,2,1552949551.83554
Visible,8,1552949551.83554
temperature,19.17,1552950451.5775297
humidity,43.89,1552950451.5775297
Full_Spectrum,10,1552950452.3885763
Infrared,2,1552950452.3885763
Visible,8,1552950452.3885763
temperature,18.95,1552951352.1420069
humidity,43.41,1552951352.1420069
Full_Spectrum,10,1552951352.9091485
Infrared,2,1552951352.9091485
Visible,8,1552951352.9091485
temperature,18.78,1552952252.66534
humidity,44.38,1552952252.66534
Full_Spectrum,10,1552952258.6353636
Infrared,2,1552952258.6353636
Visible,8,1552952258.6353636
temperature,18.61,1552953154.4177132
humidity,44.63,1552953154.4177132
Full_Spectrum,10,1552953155.23001
Infrared,2,1552953155.23001
Visible,8,1552953155.23001
temperature,18.4,1552954054.9894056
humidity,44.5,1552954054.9894056
Full_Spectrum,10,1552954056.0173142
Infrared,2,1552954056.0173142
Visible,8,1552954056.0173142
temperature,18.18,1552954955.7680905
humidity,44.26,1552954955.7680905
Full_Spectrum,10,1552954956.729199
Infrared,2,1552954956.729199
Visible,8,1552954956.729199
temperature,18.01,1552955856.4772007
humidity,44.63,1552955856.4772007
Full_Spectrum,10,1552955857.5562155
Infrared,2,1552955857.5562155
Visible,8,1552955857.5562155
temperature,17.84,1552956757.3184712
humidity,45.11,1552956757.3184712
Full_Spectrum,10,1552956758.3285856
Infrared,2,1552956758.3285856
Visible,8,1552956758.3285856
temperature,17.67,1552957658.0728478
humidity,45.11,1552957658.0728478
Full_Spectrum,10,1552957658.8707123
Infrared,2,1552957658.8707123
Visible,8,1552957658.8707123
temperature,17.45,1552958558.6112192
humidity,44.99,1552958558.6112192
Full_Spectrum,10,1552958559.45943
Infrared,2,1552958559.45943
Visible,8,1552958559.45943
temperature,17.32,1552959459.2148936
humidity,45.6,1552959459.2148936
Full_Spectrum,10,1552959460.0276759
Infrared,2,1552959460.0276759
Visible,8,1552959460.0276759
temperature,17.15,1552960359.7645123
humidity,45.72,1552960359.7645123
Full_Spectrum,10,1552960360.6877985
Infrared,2,1552960360.6877985
Visible,8,1552960360.6877985
temperature,16.94,1552961260.426385
humidity,45.85,1552961260.426385
Full_Spectrum,10,1552961261.4470797
Infrared,2,1552961261.4470797
Visible,8,1552961261.4470797
temperature,16.77,1552962161.2188272
humidity,46.09,1552962161.2188272
Full_Spectrum,10,1552962162.3322687
Infrared,2,1552962162.3322687
Visible,8,1552962162.3322687
temperature,16.55,1552963062.0737252
humidity,45.85,1552963062.0737252
Full_Spectrum,10,1552963062.8234324
Infrared,2,1552963062.8234324
Visible,8,1552963062.8234324
temperature,16.38,1552963962.5049827
humidity,45.97,1552963962.5049827
Full_Spectrum,10,1552963963.5456612
Infrared,2,1552963963.5456612
Visible,8,1552963963.5456612
temperature,16.21,1552964863.2979178
humidity,45.97,1552964863.2979178
Full_Spectrum,10,1552964864.336885
Infrared,2,1552964864.336885
Visible,8,1552964864.336885
temperature,16.04,1552965764.0909836
humidity,46.09,1552965764.0909836
Full_Spectrum,10,1552965765.029225
Infrared,2,1552965765.029225
Visible,8,1552965765.029225
temperature,15.87,1552966664.7774189
humidity,46.33,1552966664.7774189
Full_Spectrum,10,1552966665.6112123
Infrared,2,1552966665.6112123
Visible,8,1552966665.6112123
temperature,15.69,1552967565.3917146
humidity,46.46,1552967565.3917146
Full_Spectrum,10,1552967566.0794258
Infrared,2,1552967566.0794258
Visible,8,1552967566.0794258
temperature,15.57,1552968465.8629558
humidity,46.7,1552968465.8629558
Full_Spectrum,10,1552968466.8850503
Infrared,2,1552968466.8850503
Visible,8,1552968466.8850503
temperature,15.39,1552969366.6576452
humidity,46.94,1552969366.6576452
Full_Spectrum,11,1552969367.5568423
Infrared,2,1552969367.5568423
Visible,9,1552969367.5568423
temperature,15.26,1552970267.3154078
humidity,47.31,1552970267.3154078
Full_Spectrum,10,1552970268.2992103
Infrared,2,1552970268.2992103
Visible,8,1552970268.2992103
temperature,15.22,1552971168.0828342
humidity,47.31,1552971168.0828342
Full_Spectrum,10,1552971168.918889
Infrared,2,1552971168.918889
Visible,8,1552971168.918889
temperature,15.05,1552972068.69597
humidity,47.43,1552972068.69597
Full_Spectrum,11,1552972069.563979
Infrared,2,1552972069.563979
Visible,9,1552972069.563979
temperature,14.88,1552972969.3382518
humidity,47.55,1552972969.3382518
Full_Spectrum,10,1552972970.1560414
Infrared,2,1552972970.1560414
Visible,8,1552972970.1560414
temperature,14.75,1552973869.9016056
humidity,47.8,1552973869.9016056
Full_Spectrum,11,1552973870.7774434
Infrared,2,1552973870.7774434
Visible,9,1552973870.7774434
temperature,14.62,1552974770.541152
humidity,47.68,1552974770.541152
Full_Spectrum,10,1552974771.2173617
Infrared,2,1552974771.2173617
Visible,8,1552974771.2173617
temperature,14.49,1552975670.9625065
humidity,47.68,1552975670.9625065
Full_Spectrum,11,1552975671.7070274
Infrared,2,1552975671.7070274
Visible,9,1552975671.7070274
temperature,14.36,1552976571.4457843
humidity,47.8,1552976571.4457843
Full_Spectrum,12,1552976572.5201757
Infrared,2,1552976572.5201757
Visible,10,1552976572.5201757
temperature,14.28,1552977472.3479402
humidity,47.8,1552977472.3479402
Full_Spectrum,29,1552977473.4553962
Infrared,6,1552977473.4553962
Visible,23,1552977473.4553962
temperature,14.19,1552978373.2064161
humidity,47.68,1552978373.2064161
Full_Spectrum,86,1552978374.0651896
Infrared,18,1552978374.0651896
Visible,68,1552978374.0651896
temperature,14.11,1552979273.8305497
humidity,47.8,1552979273.8305497
Full_Spectrum,161,1552979274.9006503
Infrared,35,1552979274.9006503
Visible,126,1552979274.9006503
temperature,14.06,1552980174.6795437
humidity,47.68,1552980174.6795437
Full_Spectrum,221,1552980175.3809466
Infrared,45,1552980175.3809466
Visible,176,1552980175.3809466
temperature,13.98,1552981075.1232386
humidity,47.55,1552981075.1232386
Full_Spectrum,278,1552981076.0283544
Infrared,56,1552981076.0283544
Visible,222,1552981076.0283544
temperature,13.98,1552981975.7645037
humidity,47.07,1552981975.7645037
Full_Spectrum,481,1552981976.787075
Infrared,121,1552981976.787075
Visible,360,1552981976.787075
temperature,13.98,1552982876.5201461
humidity,46.7,1552982876.5201461
Full_Spectrum,1176,1552982877.3135164
Infrared,324,1552982877.3135164
Visible,852,1552982877.3135164
temperature,14.06,1552983777.0566256
humidity,46.09,1552983777.0566256
Full_Spectrum,1829,1552983778.0942142
Infrared,506,1552983778.0942142
Visible,1323,1552983778.0942142
temperature,14.19,1552984677.8339942
humidity,45.85,1552984677.8339942
Full_Spectrum,2191,1552984678.6776793
Infrared,611,1552984678.6776793
Visible,1580,1552984678.6776793
temperature,14.41,1552985578.4280488
humidity,45.72,1552985578.4280488
Full_Spectrum,2397,1552985579.2284677
Infrared,688,1552985579.2284677
Visible,1709,1552985579.2284677
temperature,14.62,1552986478.9739108
humidity,45.48,1552986478.9739108
Full_Spectrum,2624,1552986479.770866
Infrared,772,1552986479.770866
Visible,1852,1552986479.770866
temperature,14.92,1552987379.5130215
humidity,45.36,1552987379.5130215
Full_Spectrum,2517,1552987380.3884308
Infrared,742,1552987380.3884308
Visible,1775,1552987380.3884308
temperature,15.22,1552988280.141217
humidity,44.99,1552988280.141217
Full_Spectrum,2298,1552988281.1762993
Infrared,684,1552988281.1762993
Visible,1614,1552988281.1762993
temperature,15.48,1552989180.9153104
humidity,44.87,1552989180.9153104
Full_Spectrum,2019,1552989181.6596467
Infrared,597,1552989181.6596467
Visible,1422,1552989181.6596467
temperature,15.78,1552990081.401523
humidity,44.5,1552990081.401523
Full_Spectrum,1905,1552990082.2116406
Infrared,557,1552990082.2116406
Visible,1348,1552990082.2116406
temperature,16.08,1552990981.9505234
humidity,44.5,1552990981.9505234
Full_Spectrum,1899,1552990982.818966
Infrared,565,1552990982.818966
Visible,1334,1552990982.818966
temperature,16.42,1552991883.5898654
humidity,44.5,1552991883.5898654
Full_Spectrum,2002,1552991884.475571
Infrared,608,1552991884.475571
Visible,1394,1552991884.475571
temperature,16.77,1552992784.208447
humidity,45.11,1552992784.208447
Full_Spectrum,1990,1552992784.8944113
Infrared,609,1552992784.8944113
Visible,1381,1552992784.8944113
temperature,17.11,1552993684.647603
humidity,45.11,1552993684.647603
Full_Spectrum,1911,1552993685.687839
Infrared,583,1552993685.687839
Visible,1328,1552993685.687839
temperature,17.45,1552994585.4278078
humidity,44.63,1552994585.4278078
Full_Spectrum,1883,1552994586.26188
Infrared,575,1552994586.26188
Visible,1308,1552994586.26188
temperature,17.8,1552995486.0289836
humidity,45.11,1552995486.0289836
Full_Spectrum,1957,1552995486.8680732
Infrared,596,1552995486.8680732
Visible,1361,1552995486.8680732
temperature,18.14,1552996386.6367042
humidity,44.99,1552996386.6367042
Full_Spectrum,2125,1552996392.8376377
Infrared,648,1552996392.8376377
Visible,1477,1552996392.8376377
temperature,18.53,1552997288.5943787
humidity,44.87,1552997288.5943787
Full_Spectrum,2349,1552997289.722474
Infrared,721,1552997289.722474
Visible,1628,1552997289.722474
temperature,18.95,1552998189.6323419
humidity,44.99,1552998189.6323419
Full_Spectrum,2511,1552998190.47172
Infrared,769,1552998190.47172
Visible,1742,1552998190.47172
temperature,19.34,1552999090.217198
humidity,45.24,1552999090.217198
Full_Spectrum,2576,1552999091.1049428
Infrared,786,1552999091.1049428
Visible,1790,1552999091.1049428
temperature,19.73,1552999990.8436615
humidity,44.14,1552999990.8436615
Full_Spectrum,2596,1552999991.531372
Infrared,777,1552999991.531372
Visible,1819,1552999991.531372
temperature,20.2,1553000891.2778084
humidity,44.26,1553000891.2778084
Full_Spectrum,2851,1553000892.359638
Infrared,837,1553000892.359638
Visible,2014,1553000892.359638
temperature,20.67,1553001792.1041334
humidity,44.75,1553001792.1041334
Full_Spectrum,3183,1553001793.0517392
Infrared,926,1553001793.0517392
Visible,2257,1553001793.0517392
temperature,21.14,1553002693.5326087
humidity,44.75,1553002693.5326087
Full_Spectrum,3638,1553002694.591828
Infrared,1055,1553002694.591828
Visible,2583,1553002694.591828
temperature,21.7,1553003594.2799962
humidity,43.89,1553003594.2799962
Full_Spectrum,4244,1553003595.3614047
Infrared,1266,1553003595.3614047
Visible,2978,1553003595.3614047
temperature,22.26,1553004495.1039028
humidity,43.53,1553004495.1039028
Full_Spectrum,4605,1553004495.772705
Infrared,1245,1553004495.772705
Visible,3360,1553004495.772705
temperature,22.77,1553005396.5192895
humidity,40.6,1553005396.5192895
Full_Spectrum,7762,1553005397.505132
Infrared,2004,1553005397.505132
Visible,5758,1553005397.505132
temperature,23.12,1553006297.255191
humidity,38.04,1553006297.255191
Full_Spectrum,6038,1553006298.050545
Infrared,1529,1553006298.050545
Visible,4509,1553006298.050545
temperature,23.29,1553007197.8026063
humidity,36.82,1553007197.8026063
Full_Spectrum,16589,1553007198.6408758
Infrared,3740,1553007198.6408758
Visible,12849,1553007198.6408758
temperature,23.46,1553008098.3912954
humidity,38.04,1553008098.3912954
Full_Spectrum,5532,1553008099.445599
Infrared,1328,1553008099.445599
Visible,4204,1553008099.445599
temperature,23.76,1553008999.1988065
humidity,38.4,1553008999.1988065
Full_Spectrum,5499,1553008999.8715024
Infrared,1304,1553008999.8715024
Visible,4195,1553008999.8715024
temperature,23.89,1553009899.6467476
humidity,38.89,1553009899.6467476
Full_Spectrum,5354,1553009900.4799862
Infrared,1241,1553009900.4799862
Visible,4113,1553009900.4799862
temperature,24.1,1553010800.2130923
humidity,38.89,1553010800.2130923
Full_Spectrum,5139,1553010806.316429
Infrared,1166,1553010806.316429
Visible,3973,1553010806.316429
temperature,24.19,1553011702.148316
humidity,38.53,1553011702.148316
Full_Spectrum,4878,1553011703.2410958
Infrared,1120,1553011703.2410958
Visible,3758,1553011703.2410958
temperature,24.53,1553012602.9804807
humidity,38.28,1553012602.9804807
Full_Spectrum,4854,1553012603.9516408
Infrared,1087,1553012603.9516408
Visible,3767,1553012603.9516408
temperature,25.3,1553013503.7325377
humidity,36.33,1553013503.7325377
Full_Spectrum,5224,1553013504.6707625
Infrared,1109,1553013504.6707625
Visible,4115,1553013504.6707625
temperature,25.22,1553014404.4119143
humidity,35.84,1553014404.4119143
Full_Spectrum,5487,1553014405.26079
Infrared,1121,1553014405.26079
Visible,4366,1553014405.26079
temperature,25.22,1553015305.0094187
humidity,36.33,1553015305.0094187
Full_Spectrum,5594,1553015305.939167
Infrared,1085,1553015305.939167
Visible,4509,1553015305.939167
temperature,25.09,1553016205.6912825
humidity,36.7,1553016205.6912825
Full_Spectrum,3316,1553016206.3705132
Infrared,778,1553016206.3705132
Visible,2538,1553016206.3705132
temperature,24.96,1553017106.1420135
humidity,37.18,1553017106.1420135
Full_Spectrum,2932,1553017106.9260502
Infrared,684,1553017106.9260502
Visible,2248,1553017106.9260502
temperature,24.79,1553018006.708558
humidity,37.43,1553018006.708558
Full_Spectrum,1288,1553018007.7364807
Infrared,364,1553018007.7364807
Visible,924,1553018007.7364807
temperature,24.53,1553018907.512818
humidity,38.16,1553018907.512818
Full_Spectrum,512,1553018908.5904346
Infrared,108,1553018908.5904346
Visible,404,1553018908.5904346
temperature,24.19,1553019808.3607104
humidity,38.89,1553019808.3607104
Full_Spectrum,267,1553019809.3933427
Infrared,49,1553019809.3933427
Visible,218,1553019809.3933427
temperature,23.93,1553020709.1645186
humidity,39.38,1553020709.1645186
Full_Spectrum,64,1553020710.254306
Infrared,14,1553020710.254306
Visible,50,1553020710.254306
temperature,23.76,1553021610.0212328
humidity,40.84,1553021610.0212328
Full_Spectrum,21,1553021611.1008124
Infrared,5,1553021611.1008124
Visible,16,1553021611.1008124
temperature,23.59,1553022510.846043
humidity,41.7,1553022510.846043
Full_Spectrum,11,1553022511.8593988
Infrared,2,1553022511.8593988
Visible,9,1553022511.8593988
temperature,23.37,1553023411.6519158
humidity,42.43,1553023411.6519158
Full_Spectrum,10,1553023412.5666575
Infrared,2,1553023412.5666575
Visible,8,1553023412.5666575
temperature,23.2,1553024312.3336248
humidity,42.43,1553024312.3336248
Full_Spectrum,10,1553024313.4063816
Infrared,2,1553024313.4063816
Visible,8,1553024313.4063816
temperature,22.99,1553025213.0700557
humidity,42.55,1553025213.0700557
Full_Spectrum,10,1553025213.8171744
Infrared,2,1553025213.8171744
Visible,8,1553025213.8171744
temperature,22.73,1553026113.5801544
humidity,42.19,1553026113.5801544
Full_Spectrum,10,1553026114.2400222
Infrared,2,1553026114.2400222
Visible,8,1553026114.2400222
temperature,22.51,1553027013.983572
humidity,42.19,1553027013.983572
Full_Spectrum,10,1553027014.846235
Infrared,2,1553027014.846235
Visible,8,1553027014.846235
temperature,22.34,1553027914.5936954
humidity,42.31,1553027914.5936954
Full_Spectrum,10,1553027915.3755085
Infrared,2,1553027915.3755085
Visible,8,1553027915.3755085
temperature,22.13,1553028815.1350665
humidity,42.43,1553028815.1350665
Full_Spectrum,10,1553028816.004787
Infrared,2,1553028816.004787
Visible,8,1553028816.004787
temperature,21.96,1553029715.7744896
humidity,42.67,1553029715.7744896
Full_Spectrum,10,1553029716.6946552
Infrared,2,1553029716.6946552
Visible,8,1553029716.6946552
temperature,21.79,1553030616.4615126
humidity,42.67,1553030616.4615126
Full_Spectrum,10,1553030617.246824
Infrared,2,1553030617.246824
Visible,8,1553030617.246824
temperature,21.57,1553031516.9801779
humidity,43.04,1553031516.9801779
Full_Spectrum,10,1553031518.0640752
Infrared,2,1553031518.0640752
Visible,8,1553031518.0640752
temperature,21.4,1553032417.7919629
humidity,43.16,1553032417.7919629
Full_Spectrum,10,1553032418.7666726
Infrared,2,1553032418.7666726
Visible,8,1553032418.7666726
temperature,21.23,1553033318.5046523
humidity,43.16,1553033318.5046523
Full_Spectrum,10,1553033319.5273228
Infrared,2,1553033319.5273228
Visible,8,1553033319.5273228
temperature,21.06,1553034219.2651212
humidity,43.28,1553034219.2651212
Full_Spectrum,10,1553034220.100709
Infrared,2,1553034220.100709
Visible,8,1553034220.100709
temperature,20.93,1553035119.8551915
humidity,43.41,1553035119.8551915
Full_Spectrum,10,1553035120.649488
Infrared,2,1553035120.649488
Visible,8,1553035120.649488
temperature,20.8,1553036020.4148118
humidity,43.65,1553036020.4148118
Full_Spectrum,10,1553036021.354877
Infrared,2,1553036021.354877
Visible,8,1553036021.354877
temperature,20.67,1553036921.1001706
humidity,43.89,1553036921.1001706
Full_Spectrum,10,1553036921.8519711
Infrared,2,1553036921.8519711
Visible,8,1553036921.8519711
temperature,20.54,1553037821.617953
humidity,44.14,1553037821.617953
Full_Spectrum,10,1553037822.7151828
Infrared,2,1553037822.7151828
Visible,8,1553037822.7151828
temperature,20.37,1553038722.4720006
humidity,44.38,1553038722.4720006
Full_Spectrum,10,1553038723.6024187
Infrared,2,1553038723.6024187
Visible,8,1553038723.6024187
temperature,20.2,1553039623.375464
humidity,44.75,1553039623.375464
Full_Spectrum,10,1553039624.1883564
Infrared,2,1553039624.1883564
Visible,8,1553039624.1883564
temperature,20.03,1553040523.9373946
humidity,44.87,1553040523.9373946
Full_Spectrum,10,1553040524.6915224
Infrared,2,1553040524.6915224
Visible,8,1553040524.6915224
temperature,19.86,1553041424.4487653
humidity,44.99,1553041424.4487653
Full_Spectrum,10,1553041425.3708782
Infrared,2,1553041425.3708782
Visible,8,1553041425.3708782
temperature,19.68,1553042325.1279473
humidity,45.24,1553042325.1279473
Full_Spectrum,10,1553042325.9519732
Infrared,2,1553042325.9519732
Visible,8,1553042325.9519732
temperature,19.51,1553043225.7134056
humidity,45.48,1553043225.7134056
Full_Spectrum,10,1553043226.5933108
Infrared,2,1553043226.5933108
Visible,8,1553043226.5933108
temperature,19.34,1553044126.3366303
humidity,45.72,1553044126.3366303
Full_Spectrum,10,1553044127.350893
Infrared,2,1553044127.350893
Visible,8,1553044127.350893
temperature,19.17,1553045027.1267715
humidity,45.72,1553045027.1267715
Full_Spectrum,10,1553045028.0441904
Infrared,2,1553045028.0441904
Visible,8,1553045028.0441904
temperature,19,1553045927.781104
humidity,45.36,1553045927.781104
Full_Spectrum,10,1553045928.8078704
Infrared,2,1553045928.8078704
Visible,8,1553045928.8078704
temperature,18.87,1553046828.56225
humidity,44.5,1553046828.56225
Full_Spectrum,10,1553046829.6707807
Infrared,2,1553046829.6707807
Visible,8,1553046829.6707807
temperature,18.7,1553047729.413714
humidity,43.77,1553047729.413714
Full_Spectrum,10,1553047730.200956
Infrared,2,1553047730.200956
Visible,8,1553047730.200956
temperature,18.57,1553048629.9641004
humidity,43.16,1553048629.9641004
Full_Spectrum,10,1553048630.6322246
Infrared,2,1553048630.6322246
Visible,8,1553048630.6322246
temperature,18.4,1553049530.401717
humidity,42.55,1553049530.401717
Full_Spectrum,10,1553049531.219576
Infrared,2,1553049531.219576
Visible,8,1553049531.219576
temperature,18.27,1553050430.9940882
humidity,42.43,1553050430.9940882
Full_Spectrum,10,1553050431.8293312
Infrared,2,1553050431.8293312
Visible,8,1553050431.8293312
temperature,18.18,1553051331.5939283
humidity,42.06,1553051331.5939283
Full_Spectrum,10,1553051332.6492121
Infrared,2,1553051332.6492121
Visible,8,1553051332.6492121
temperature,18.1,1553052232.3975966
humidity,41.94,1553052232.3975966
Full_Spectrum,10,1553052233.0512245
Infrared,2,1553052233.0512245
Visible,8,1553052233.0512245
temperature,17.92,1553053132.8023727
humidity,41.7,1553053132.8023727
Full_Spectrum,10,1553053133.8133059
Infrared,2,1553053133.8133059
Visible,8,1553053133.8133059
temperature,17.84,1553054033.5584753
humidity,41.45,1553054033.5584753
Full_Spectrum,10,1553054034.4063747
Infrared,2,1553054034.4063747
Visible,8,1553054034.4063747
temperature,17.71,1553054934.147932
humidity,41.7,1553054934.147932
Full_Spectrum,10,1553054935.0870645
Infrared,2,1553054935.0870645
Visible,8,1553054935.0870645
temperature,17.58,1553055834.8275373
humidity,41.58,1553055834.8275373
Full_Spectrum,10,1553055835.7629995
Infrared,2,1553055835.7629995
Visible,8,1553055835.7629995
temperature,17.45,1553056735.504569
humidity,41.58,1553056735.504569
Full_Spectrum,10,1553056736.417789
Infrared,2,1553056736.417789
Visible,8,1553056736.417789
temperature,17.32,1553057636.1622071
humidity,41.7,1553057636.1622071
Full_Spectrum,10,1553057637.2360518
Infrared,2,1553057637.2360518
Visible,8,1553057637.2360518
temperature,17.24,1553058536.9844723
humidity,41.82,1553058536.9844723
Full_Spectrum,10,1553058537.9714952
Infrared,2,1553058537.9714952
Visible,8,1553058537.9714952
temperature,17.11,1553059437.7584445
humidity,41.7,1553059437.7584445
Full_Spectrum,10,1553059438.5662608
Infrared,2,1553059438.5662608
Visible,8,1553059438.5662608
temperature,17.02,1553060338.3216732
humidity,41.94,1553060338.3216732
Full_Spectrum,10,1553060339.1419187
Infrared,2,1553060339.1419187
Visible,8,1553060339.1419187
temperature,16.89,1553061238.8972166
humidity,42.06,1553061238.8972166
Full_Spectrum,10,1553061239.8261168
Infrared,2,1553061239.8261168
Visible,8,1553061239.8261168
temperature,16.81,1553062139.5643084
humidity,41.94,1553062139.5643084
Full_Spectrum,11,1553062140.4794948
Infrared,2,1553062140.4794948
Visible,9,1553062140.4794948
temperature,16.68,1553063040.1688216
humidity,41.94,1553063040.1688216
Full_Spectrum,14,1553063040.8186169
Infrared,3,1553063040.8186169
Visible,11,1553063040.8186169
temperature,16.59,1553063940.5850258
humidity,41.82,1553063940.5850258
Full_Spectrum,39,1553063941.3950617
Infrared,9,1553063941.3950617
Visible,30,1553063941.3950617
temperature,16.51,1553064841.1699033
humidity,41.7,1553064841.1699033
Full_Spectrum,100,1553064841.9776006
Infrared,22,1553064841.9776006
Visible,78,1553064841.9776006
temperature,16.38,1553065741.7395945
