parameter,value,timestamp
Full_Spectrum,30,1550197927.9365008
Infrared,6,1550197927.9365008
Visible,24,1550197927.9365008
temperature,20.58,1550197958.8757281
humidity,38.28,1550197958.8757281
Full_Spectrum,30,1550197960.1695547
Infrared,6,1550197960.1695547
Visible,24,1550197960.1695547
temperature,20.58,1550197989.01493
humidity,38.28,1550197989.01493
Full_Spectrum,30,1550197989.8909082
Infrared,6,1550197989.8909082
Visible,24,1550197989.8909082
temperature,20.58,1550198019.709186
humidity,38.28,1550198019.709186
Full_Spectrum,30,1550198020.83773
Infrared,6,1550198020.83773
Visible,24,1550198020.83773
temperature,20.58,1550198049.7158234
humidity,38.28,1550198049.7158234
Full_Spectrum,30,1550198050.730645
Infrared,6,1550198050.730645
Visible,24,1550198050.730645
temperature,20.54,1550198081.5837734
humidity,38.28,1550198081.5837734
Full_Spectrum,30,1550198082.4597554
Infrared,6,1550198082.4597554
Visible,24,1550198082.4597554
temperature,20.54,1550198113.3074315
humidity,38.28,1550198113.3074315
Full_Spectrum,30,1550198114.205619
Infrared,6,1550198114.205619
Visible,24,1550198114.205619
temperature,20.54,1550198145.0428717
humidity,38.28,1550198145.0428717
Full_Spectrum,30,1550198146.0152378
Infrared,6,1550198146.0152378
Visible,24,1550198146.0152378
temperature,20.54,1550198176.9027963
humidity,38.28,1550198176.9027963
Full_Spectrum,30,1550198178.0736473
Infrared,6,1550198178.0736473
Visible,24,1550198178.0736473
temperature,20.54,1550198206.9457104
humidity,38.28,1550198206.9457104
Full_Spectrum,30,1550198207.9523606
Infrared,6,1550198207.9523606
Visible,24,1550198207.9523606
temperature,20.54,1550198238.7558765
humidity,38.28,1550198238.7558765
Full_Spectrum,30,1550198239.7091455
Infrared,6,1550198239.7091455
Visible,24,1550198239.7091455
temperature,20.54,1550198270.52061
humidity,38.28,1550198270.52061
Full_Spectrum,30,1550198271.3778179
Infrared,6,1550198271.3778179
Visible,24,1550198271.3778179
temperature,20.54,1550198302.260683
humidity,38.4,1550198302.260683
Full_Spectrum,30,1550198303.1667051
Infrared,6,1550198303.1667051
Visible,24,1550198303.1667051
temperature,20.54,1550198334.087955
humidity,38.4,1550198334.087955
Full_Spectrum,30,1550198334.8623595
Infrared,6,1550198334.8623595
Visible,24,1550198334.8623595
temperature,20.5,1550198365.7133482
humidity,38.4,1550198365.7133482
Full_Spectrum,30,1550198366.6120284
Infrared,6,1550198366.6120284
Visible,24,1550198366.6120284
temperature,20.5,1550198397.4069023
humidity,38.4,1550198397.4069023
Full_Spectrum,30,1550198398.1048975
Infrared,6,1550198398.1048975
Visible,24,1550198398.1048975
temperature,20.5,1550198428.9056313
humidity,38.4,1550198428.9056313
Full_Spectrum,30,1550198429.7097878
Infrared,6,1550198429.7097878
Visible,24,1550198429.7097878
temperature,20.5,1550198460.580578
humidity,38.4,1550198460.580578
Full_Spectrum,30,1550198466.4797559
Infrared,6,1550198466.4797559
Visible,24,1550198466.4797559
temperature,20.5,1550198491.3262053
humidity,38.4,1550198491.3262053
Full_Spectrum,30,1550198492.4344707
Infrared,6,1550198492.4344707
Visible,24,1550198492.4344707
temperature,20.5,1550198523.270041
humidity,38.4,1550198523.270041
Full_Spectrum,30,1550198524.1983225
Infrared,6,1550198524.1983225
Visible,24,1550198524.1983225
temperature,20.46,1550198555.0997486
humidity,38.4,1550198555.0997486
Full_Spectrum,30,1550198556.270825
Infrared,6,1550198556.270825
Visible,24,1550198556.270825
temperature,20.46,1550198585.1026053
humidity,38.4,1550198585.1026053
Full_Spectrum,30,1550198586.1058772
Infrared,6,1550198586.1058772
Visible,24,1550198586.1058772
temperature,20.46,1550198616.9235678
humidity,38.4,1550198616.9235678
Full_Spectrum,30,1550198617.818867
Infrared,6,1550198617.818867
Visible,24,1550198617.818867
temperature,20.46,1550198648.6818576
humidity,38.4,1550198648.6818576
Full_Spectrum,30,1550198649.5755534
Infrared,6,1550198649.5755534
Visible,24,1550198649.5755534
temperature,20.46,1550198680.3668425
humidity,38.4,1550198680.3668425
Full_Spectrum,30,1550198681.0723321
Infrared,6,1550198681.0723321
Visible,24,1550198681.0723321
temperature,20.46,1550198711.964526
humidity,38.4,1550198711.964526
Full_Spectrum,30,1550198713.112154
Infrared,6,1550198713.112154
Visible,24,1550198713.112154
temperature,20.46,1550198743.9530962
humidity,38.4,1550198743.9530962
Full_Spectrum,30,1550198744.6840296
Infrared,6,1550198744.6840296
Visible,24,1550198744.6840296
temperature,20.46,1550198775.5299563
humidity,38.4,1550198775.5299563
Full_Spectrum,30,1550198776.716983
Infrared,6,1550198776.716983
Visible,24,1550198776.716983
temperature,20.46,1550198807.5267873
humidity,38.4,1550198807.5267873
Full_Spectrum,30,1550198808.6376092
Infrared,6,1550198808.6376092
Visible,24,1550198808.6376092
temperature,20.41,1550198837.5529532
humidity,38.4,1550198837.5529532
Full_Spectrum,30,1550198838.5100842
Infrared,6,1550198838.5100842
Visible,24,1550198838.5100842
temperature,20.41,1550198869.386947
humidity,38.4,1550198869.386947
Full_Spectrum,30,1550198870.2169154
Infrared,6,1550198870.2169154
Visible,24,1550198870.2169154
temperature,20.41,1550198901.0289464
humidity,38.4,1550198901.0289464
Full_Spectrum,30,1550198901.8766172
Infrared,6,1550198901.8766172
Visible,24,1550198901.8766172
temperature,20.41,1550198932.7325466
humidity,38.4,1550198932.7325466
Full_Spectrum,30,1550198933.6143916
Infrared,6,1550198933.6143916
Visible,24,1550198933.6143916
temperature,20.41,1550198964.500326
humidity,38.4,1550198964.500326
Full_Spectrum,30,1550198965.3511834
Infrared,6,1550198965.3511834
Visible,24,1550198965.3511834
temperature,20.41,1550198996.191499
humidity,38.4,1550198996.191499
Full_Spectrum,30,1550198997.1208744
Infrared,6,1550198997.1208744
Visible,24,1550198997.1208744
temperature,20.41,1550199027.9403994
humidity,38.4,1550199027.9403994
Full_Spectrum,30,1550199028.865649
Infrared,6,1550199028.865649
Visible,24,1550199028.865649
temperature,20.41,1550199059.7025626
humidity,38.4,1550199059.7025626
Full_Spectrum,30,1550199060.5737884
Infrared,6,1550199060.5737884
Visible,24,1550199060.5737884
temperature,20.41,1550199089.7145183
humidity,38.4,1550199089.7145183
Full_Spectrum,30,1550199090.862039
Infrared,6,1550199090.862039
Visible,24,1550199090.862039
temperature,20.37,1550199121.697376
humidity,38.4,1550199121.697376
Full_Spectrum,30,1550199122.5485103
Infrared,6,1550199122.5485103
Visible,24,1550199122.5485103
temperature,20.37,1550199153.5479853
humidity,38.4,1550199153.5479853
Full_Spectrum,30,1550199154.6424284
Infrared,6,1550199154.6424284
Visible,24,1550199154.6424284
temperature,20.37,1550199185.4553483
humidity,38.53,1550199185.4553483
Full_Spectrum,30,1550199186.3828518
Infrared,6,1550199186.3828518
Visible,24,1550199186.3828518
temperature,20.37,1550199217.3035624
humidity,38.53,1550199217.3035624
Full_Spectrum,30,1550199218.1858659
Infrared,6,1550199218.1858659
Visible,24,1550199218.1858659
temperature,20.37,1550199249.03869
humidity,38.53,1550199249.03869
Full_Spectrum,30,1550199249.7305443
Infrared,6,1550199249.7305443
Visible,24,1550199249.7305443
temperature,20.37,1550199280.5530252
humidity,38.53,1550199280.5530252
Full_Spectrum,30,1550199281.608532
Infrared,6,1550199281.608532
Visible,24,1550199281.608532
temperature,20.37,1550199312.529871
humidity,38.53,1550199312.529871
Full_Spectrum,30,1550199313.705542
Infrared,6,1550199313.705542
Visible,24,1550199313.705542
temperature,20.37,1550199342.5353532
humidity,38.53,1550199342.5353532
Full_Spectrum,30,1550199343.5314023
Infrared,6,1550199343.5314023
Visible,24,1550199343.5314023
temperature,20.33,1550199374.4132087
humidity,38.53,1550199374.4132087
Full_Spectrum,30,1550199375.261336
Infrared,6,1550199375.261336
Visible,24,1550199375.261336
temperature,20.33,1550199406.2717855
humidity,38.53,1550199406.2717855
Full_Spectrum,30,1550199407.3353393
Infrared,6,1550199407.3353393
Visible,24,1550199407.3353393
temperature,20.33,1550199438.1380653
humidity,38.53,1550199438.1380653
Full_Spectrum,30,1550199439.1254692
Infrared,6,1550199439.1254692
Visible,24,1550199439.1254692
temperature,20.33,1550199469.9441922
humidity,38.53,1550199469.9441922
Full_Spectrum,30,1550199470.8180656
Infrared,6,1550199470.8180656
Visible,24,1550199470.8180656
temperature,20.33,1550199500.1926062
humidity,38.53,1550199500.1926062
Full_Spectrum,30,1550199501.0743232
Infrared,6,1550199501.0743232
Visible,24,1550199501.0743232
temperature,20.33,1550199531.9142938
humidity,38.53,1550199531.9142938
Full_Spectrum,30,1550199532.7719972
Infrared,6,1550199532.7719972
Visible,24,1550199532.7719972
temperature,20.33,1550199563.569398
humidity,38.53,1550199563.569398
Full_Spectrum,30,1550199564.4974349
Infrared,6,1550199564.4974349
Visible,24,1550199564.4974349
temperature,20.33,1550199595.287995
humidity,38.53,1550199595.287995
Full_Spectrum,30,1550199596.2290823
Infrared,6,1550199596.2290823
Visible,24,1550199596.2290823
temperature,20.28,1550199627.0974393
humidity,38.53,1550199627.0974393
Full_Spectrum,30,1550199628.8271434
Infrared,6,1550199628.8271434
Visible,24,1550199628.8271434
temperature,20.28,1550199657.8139749
humidity,38.53,1550199657.8139749
Full_Spectrum,30,1550199658.9262726
Infrared,6,1550199658.9262726
Visible,24,1550199658.9262726
temperature,20.28,1550199688.7945035
humidity,38.53,1550199688.7945035
Full_Spectrum,30,1550199689.9927151
Infrared,6,1550199689.9927151
Visible,24,1550199689.9927151
temperature,20.28,1550199718.8157003
humidity,38.53,1550199718.8157003
Full_Spectrum,30,1550199719.7202566
Infrared,6,1550199719.7202566
Visible,24,1550199719.7202566
temperature,20.28,1550199750.585448
humidity,38.53,1550199750.585448
Full_Spectrum,30,1550199751.5270073
Infrared,6,1550199751.5270073
Visible,24,1550199751.5270073
temperature,20.28,1550199782.3864202
humidity,38.53,1550199782.3864202
Full_Spectrum,30,1550199783.332372
Infrared,6,1550199783.332372
Visible,24,1550199783.332372
temperature,20.28,1550199814.2495534
humidity,38.53,1550199814.2495534
Full_Spectrum,30,1550199815.369496
Infrared,6,1550199815.369496
Visible,24,1550199815.369496
temperature,20.24,1550199845.1888163
humidity,38.53,1550199845.1888163
Full_Spectrum,30,1550199846.355623
Infrared,6,1550199846.355623
Visible,24,1550199846.355623
temperature,20.24,1550199875.1928897
humidity,38.53,1550199875.1928897
Full_Spectrum,30,1550199876.1785104
Infrared,6,1550199876.1785104
Visible,24,1550199876.1785104
temperature,20.24,1550199907.0117211
humidity,38.53,1550199907.0117211
Full_Spectrum,30,1550199907.8992648
Infrared,6,1550199907.8992648
Visible,24,1550199907.8992648
temperature,20.24,1550199938.7005658
humidity,38.53,1550199938.7005658
Full_Spectrum,30,1550199939.4371996
Infrared,6,1550199939.4371996
Visible,24,1550199939.4371996
temperature,20.24,1550199970.3521874
humidity,38.53,1550199970.3521874
Full_Spectrum,30,1550199971.3528621
Infrared,6,1550199971.3528621
Visible,24,1550199971.3528621
temperature,20.24,1550200002.1741786
humidity,38.53,1550200002.1741786
Full_Spectrum,30,1550200002.8853974
Infrared,6,1550200002.8853974
Visible,24,1550200002.8853974
temperature,20.24,1550200033.6987748
humidity,38.65,1550200033.6987748
Full_Spectrum,30,1550200034.885553
Infrared,6,1550200034.885553
Visible,24,1550200034.885553
temperature,20.24,1550200063.7128003
humidity,38.65,1550200063.7128003
Full_Spectrum,30,1550200064.7477176
Infrared,6,1550200064.7477176
Visible,24,1550200064.7477176
temperature,20.24,1550200095.588779
humidity,38.53,1550200095.588779
Full_Spectrum,30,1550200096.4333792
Infrared,6,1550200096.4333792
Visible,24,1550200096.4333792
temperature,20.24,1550200127.240129
humidity,38.53,1550200127.240129
Full_Spectrum,30,1550200128.1629875
Infrared,6,1550200128.1629875
Visible,24,1550200128.1629875
temperature,20.24,1550200158.9810843
humidity,38.53,1550200158.9810843
Full_Spectrum,30,1550200160.3701465
Infrared,6,1550200160.3701465
Visible,24,1550200160.3701465
temperature,20.2,1550200189.7718892
humidity,38.53,1550200189.7718892
Full_Spectrum,30,1550200190.9067545
Infrared,6,1550200190.9067545
Visible,24,1550200190.9067545
temperature,20.2,1550200221.705825
humidity,38.53,1550200221.705825
Full_Spectrum,30,1550200222.5803893
Infrared,6,1550200222.5803893
Visible,24,1550200222.5803893
temperature,20.2,1550200253.5833666
humidity,38.53,1550200253.5833666
Full_Spectrum,30,1550200254.795048
Infrared,6,1550200254.795048
Visible,24,1550200254.795048
temperature,20.2,1550200283.6547916
humidity,38.53,1550200283.6547916
Full_Spectrum,30,1550200284.528591
Infrared,6,1550200284.528591
Visible,24,1550200284.528591
temperature,20.2,1550200315.4216046
humidity,38.53,1550200315.4216046
Full_Spectrum,30,1550200316.2659848
Infrared,6,1550200316.2659848
Visible,24,1550200316.2659848
temperature,20.2,1550200347.207209
humidity,38.53,1550200347.207209
Full_Spectrum,30,1550200348.1260483
Infrared,6,1550200348.1260483
Visible,24,1550200348.1260483
temperature,20.2,1550200378.9163015
humidity,38.53,1550200378.9163015
Full_Spectrum,30,1550200379.7998695
Infrared,6,1550200379.7998695
Visible,24,1550200379.7998695
temperature,20.16,1550200410.6972682
humidity,38.53,1550200410.6972682
Full_Spectrum,30,1550200411.5130568
Infrared,6,1550200411.5130568
Visible,24,1550200411.5130568
temperature,20.16,1550200442.3076818
humidity,38.53,1550200442.3076818
Full_Spectrum,30,1550200443.4535491
Infrared,6,1550200443.4535491
Visible,24,1550200443.4535491
temperature,20.16,1550200472.3429885
humidity,38.53,1550200472.3429885
Full_Spectrum,30,1550200473.4663038
Infrared,6,1550200473.4663038
Visible,24,1550200473.4663038
temperature,20.16,1550200504.2800694
humidity,38.65,1550200504.2800694
Full_Spectrum,30,1550200505.0747063
Infrared,6,1550200505.0747063
Visible,24,1550200505.0747063
temperature,20.16,1550200536.022295
humidity,38.65,1550200536.022295
Full_Spectrum,30,1550200537.9927225
Infrared,6,1550200537.9927225
Visible,24,1550200537.9927225
temperature,20.16,1550200566.8316681
humidity,38.53,1550200566.8316681
Full_Spectrum,30,1550200567.889892
Infrared,6,1550200567.889892
Visible,24,1550200567.889892
temperature,20.16,1550200598.6959882
humidity,38.53,1550200598.6959882
Full_Spectrum,30,1550200599.6570337
Infrared,6,1550200599.6570337
Visible,24,1550200599.6570337
temperature,20.16,1550200630.4595554
humidity,38.65,1550200630.4595554
Full_Spectrum,30,1550200631.3597689
Infrared,6,1550200631.3597689
Visible,24,1550200631.3597689
temperature,20.11,1550200662.1957529
humidity,38.65,1550200662.1957529
Full_Spectrum,30,1550200664.5534391
Infrared,6,1550200664.5534391
Visible,24,1550200664.5534391
temperature,20.11,1550200693.7227156
humidity,38.65,1550200693.7227156
Full_Spectrum,30,1550200694.8912199
Infrared,6,1550200694.8912199
Visible,24,1550200694.8912199
temperature,20.11,1550200725.6938171
humidity,38.53,1550200725.6938171
Full_Spectrum,30,1550200726.5826316
Infrared,6,1550200726.5826316
Visible,24,1550200726.5826316
temperature,20.11,1550200757.377691
humidity,38.65,1550200757.377691
Full_Spectrum,30,1550200758.3151762
Infrared,6,1550200758.3151762
Visible,24,1550200758.3151762
temperature,20.11,1550200789.118789
humidity,38.65,1550200789.118789
Full_Spectrum,30,1550200790.0710175
Infrared,6,1550200790.0710175
Visible,24,1550200790.0710175
temperature,20.11,1550200820.8696792
humidity,38.65,1550200820.8696792
Full_Spectrum,30,1550200822.4019835
Infrared,6,1550200822.4019835
Visible,24,1550200822.4019835
temperature,20.11,1550200851.4194114
humidity,38.65,1550200851.4194114
Full_Spectrum,30,1550200852.4062817
Infrared,6,1550200852.4062817
Visible,24,1550200852.4062817
temperature,20.11,1550200883.2046528
humidity,38.53,1550200883.2046528
Full_Spectrum,30,1550200884.1382706
Infrared,6,1550200884.1382706
Visible,24,1550200884.1382706
temperature,20.11,1550200914.9384024
humidity,38.65,1550200914.9384024
Full_Spectrum,30,1550200915.8886335
Infrared,6,1550200915.8886335
Visible,24,1550200915.8886335
temperature,20.11,1550200946.7070448
humidity,38.65,1550200946.7070448
Full_Spectrum,30,1550200952.3965116
Infrared,6,1550200952.3965116
Visible,24,1550200952.3965116
temperature,20.11,1550200977.209303
humidity,38.65,1550200977.209303
Full_Spectrum,30,1550200978.219088
Infrared,6,1550200978.219088
